"lr_pair","ligand_gene_symbol","receptor_gene_symbol","ligand_gene_id","receptor_gene_id","ligand_ensembl_protein_id","receptor_ensembl_protein_id","ligand_ensembl_gene_id","receptor_ensembl_gene_id","evidence"
"CALR_ITGAV","CALR","ITGAV",811,3685,"ENSP00000320866","ENSP00000261023","ENSG00000179218","ENSG00000138448","12196561"
"CCN1_ITGAV","CCN1","ITGAV",3491,3685,"ENSP00000398736","ENSP00000261023","ENSG00000142871","ENSG00000138448","10821835"
"FGG_ITGAV","FGG","ITGAV",2266,3685,"ENSP00000336829","ENSP00000261023","ENSG00000171557","ENSG00000138448","26198319,32196115"
"FGA_ITGAV","FGA","ITGAV",2243,3685,"ENSP00000306361","ENSP00000261023",NA,"ENSG00000138448","15031111"
"COL4A3_ITGAV","COL4A3","ITGAV",1285,3685,"ENSP00000379823","ENSP00000261023","ENSG00000169031","ENSG00000138448","12842087"
"MFGE8_ITGAV","MFGE8","ITGAV",4240,3685,"ENSP00000268150","ENSP00000261023","ENSG00000140545","ENSG00000138448","26198319,32196115"
"FGB_ITGAV","FGB","ITGAV",2244,3685,"ENSP00000306099","ENSP00000261023","ENSG00000171564","ENSG00000138448","15031111"
"FBN1_ITGAV","FBN1","ITGAV",2200,3685,"ENSP00000325527","ENSP00000261023","ENSG00000166147","ENSG00000138448","20686071"
"AZGP1_ITGAV","AZGP1","ITGAV",563,3685,"ENSP00000292401","ENSP00000261023","ENSG00000160862","ENSG00000138448","9813179"
"ADAM9_ITGAV","ADAM9","ITGAV",8754,3685,"ENSP00000419446","ENSP00000261023","ENSG00000168615","ENSG00000138448","11162558"
"VEGFA_ITGAV","VEGFA","ITGAV",7422,3685,"ENSP00000478570","ENSP00000261023","ENSG00000112715","ENSG00000138448","32196115"
"ADAM15_ITGAV","ADAM15","ITGAV",8751,3685,"ENSP00000349436","ENSP00000261023","ENSG00000143537","ENSG00000138448","9914169"
"COL1A2_ITGAV","COL1A2","ITGAV",1278,3685,"ENSP00000297268","ENSP00000261023","ENSG00000164692","ENSG00000138448","1693626"
"ANGPTL3_ITGAV","ANGPTL3","ITGAV",27329,3685,"ENSP00000360170","ENSP00000261023","ENSG00000132855","ENSG00000138448","11877390"
"COL4A1_ITGAV","COL4A1","ITGAV",1282,3685,"ENSP00000364979","ENSP00000261023","ENSG00000187498","ENSG00000138448","14610079"
"FN1_ITGAV","FN1","ITGAV",2335,3685,"ENSP00000346839","ENSP00000261023","ENSG00000115414","ENSG00000138448","23154389"
"CP_SLC40A1","CP","SLC40A1",1356,30061,"ENSP00000264613","ENSP00000261024","ENSG00000047457","ENSG00000138449","24921009"
"GUCA2B_GUCY2C","GUCA2B","GUCY2C",2981,2984,"ENSP00000361662","ENSP00000261170","ENSG00000044012","ENSG00000070019","10845107"
"GUCA2A_GUCY2C","GUCA2A","GUCY2C",2980,2984,"ENSP00000349493","ENSP00000261170","ENSG00000197273","ENSG00000070019","10845107"
"SOSTDC1_LRP6","SOSTDC1","LRP6",25928,4040,"ENSP00000304930","ENSP00000261349","ENSG00000171243","ENSG00000070018","19553665,17765217"
"IGFBP4_LRP6","IGFBP4","LRP6",3487,4040,"ENSP00000269593","ENSP00000261349","ENSG00000141753","ENSG00000070018","18528331"
"RSPO1_LRP6","RSPO1","LRP6",284654,4040,"ENSP00000348944","ENSP00000261349","ENSG00000169218","ENSG00000070018","18400942"
"PTH_LRP6","PTH","LRP6",5741,4040,"ENSP00000282091","ENSP00000261349","ENSG00000152266","ENSG00000070018","22589223"
"WNT1_LRP6","WNT1","LRP6",7471,4040,"ENSP00000293549","ENSP00000261349","ENSG00000125084","ENSG00000070018","11029007"
"RSPO3_LRP6","RSPO3","LRP6",84870,4040,"ENSP00000349131","ENSP00000261349","ENSG00000146374","ENSG00000070018","26198319,32196115"
"WNT2_LRP6","WNT2","LRP6",7472,4040,"ENSP00000265441","ENSP00000261349","ENSG00000105989","ENSG00000070018","32196115"
"WNT9B_LRP6","WNT9B","LRP6",7484,4040,"ENSP00000290015","ENSP00000261349","ENSG00000158955","ENSG00000070018","20093360"
"CCN2_LRP6","CCN2","LRP6",1490,4040,"ENSP00000356954","ENSP00000261349","ENSG00000118523","ENSG00000070018","15105373"
"SOST_LRP6","SOST","LRP6",50964,4040,"ENSP00000301691","ENSP00000261349","ENSG00000167941","ENSG00000070018","15778503"
"APP_LRP6","APP","LRP6",351,4040,"ENSP00000284981","ENSP00000261349","ENSG00000142192","ENSG00000070018","30232325"
"CKLF_LRP6","CKLF","LRP6",51192,4040,"ENSP00000264001","ENSP00000261349","ENSG00000217555","ENSG00000070018","32103204"
"WNT5A_LRP6","WNT5A","LRP6",7474,4040,"ENSP00000264634","ENSP00000261349","ENSG00000114251","ENSG00000070018","23462101"
"DKK1_LRP6","DKK1","LRP6",22943,4040,"ENSP00000363081","ENSP00000261349","ENSG00000107984","ENSG00000070018","11516963"
"WNT7A_LRP6","WNT7A","LRP6",7476,4040,"ENSP00000285018","ENSP00000261349","ENSG00000154764","ENSG00000070018","12857724"
"DKK2_LRP6","DKK2","LRP6",27123,4040,"ENSP00000285311","ENSP00000261349","ENSG00000155011","ENSG00000070018","11357136"
"WNT3A_LRP6","WNT3A","LRP6",89780,4040,"ENSP00000284523","ENSP00000261349","ENSG00000154342","ENSG00000070018","14739301"
"DSC3_DSG2","DSC3","DSG2",1825,1829,"ENSP00000353608","ENSP00000261590","ENSG00000134762","ENSG00000046604","27298358"
"DSC2_DSG2","DSC2","DSG2",1824,1829,"ENSP00000280904","ENSP00000261590","ENSG00000134755","ENSG00000046604","27298358"
"TNFSF13B_TNFRSF13B","TNFSF13B","TNFRSF13B",10673,23495,"ENSP00000365048","ENSP00000261652","ENSG00000102524","ENSG00000240505","10956646"
"TNFSF13_TNFRSF13B","TNFSF13","TNFRSF13B",8741,23495,"ENSP00000343505","ENSP00000261652","ENSG00000161955","ENSG00000240505","10956646"
"SAA1_SCARB1","SAA1","SCARB1",6288,949,"ENSP00000384906","ENSP00000261693","ENSG00000173432","ENSG00000073060","15576377"
"PDGFC_PDGFRB","PDGFC","PDGFRB",56034,5159,"ENSP00000422464","ENSP00000261799","ENSG00000145431","ENSG00000113721","32196115"
"PDGFB_PDGFRB","PDGFB","PDGFRB",5155,5159,"ENSP00000330382","ENSP00000261799","ENSG00000100311","ENSG00000113721","2850496"
"PDGFD_PDGFRB","PDGFD","PDGFRB",80310,5159,"ENSP00000376865","ENSP00000261799","ENSG00000170962","ENSG00000113721","15207811"
"MFGE8_PDGFRB","MFGE8","PDGFRB",4240,5159,"ENSP00000268150","ENSP00000261799","ENSG00000140545","ENSG00000113721","21868707"
"PDGFA_PDGFRB","PDGFA","PDGFRB",5154,5159,"ENSP00000346508","ENSP00000261799","ENSG00000197461","ENSG00000113721","25737405"
"PDGFC_FLT4","PDGFC","FLT4",56034,2324,"ENSP00000422464","ENSP00000261937","ENSG00000145431","ENSG00000037280","26198319,32196115,32103204"
"VEGFC_FLT4","VEGFC","FLT4",7424,2324,"ENSP00000480043","ENSP00000261937","ENSG00000150630","ENSG00000037280","12881528"
"TNF_FLT4","TNF","FLT4",7124,2324,"ENSP00000398698","ENSP00000261937","ENSG00000232810","ENSG00000037280","32103204"
"VEGFD_FLT4","VEGFD","FLT4",2277,2324,"ENSP00000297904","ENSP00000261937","ENSG00000165197","ENSG00000037280","9435229"
"COL1A2_FLT4","COL1A2","FLT4",1278,2324,"ENSP00000297268","ENSP00000261937","ENSG00000164692","ENSG00000037280","32196115"
"FN1_FLT4","FN1","FLT4",2335,2324,"ENSP00000346839","ENSP00000261937","ENSG00000115414","ENSG00000037280","15389531"
"ADCYAP1_VIPR2","ADCYAP1","VIPR2",116,7434,"ENSP00000462647","ENSP00000262178","ENSG00000141433","ENSG00000106018","9928018"
"VIP_VIPR2","VIP","VIPR2",7432,7434,"ENSP00000356213","ENSP00000262178","ENSG00000146469","ENSG00000106018","16930633"
"LGALS3BP_CD33","LGALS3BP","CD33",3959,945,"ENSP00000262776","ENSP00000262262","ENSG00000108679","ENSG00000105383","25320078"
"IL12A_IL12RB2","IL12A","IL12RB2",3592,3595,"ENSP00000303231","ENSP00000262345","ENSG00000168811","ENSG00000081985","943050"
"ASIP_MGRN1","ASIP","MGRN1",434,23295,"ENSP00000454804","ENSP00000262370","ENSG00000101440","ENSG00000102858","21460229"
"F2_ITGA2B","F2","ITGA2B",2147,3674,"ENSP00000308541","ENSP00000262407","ENSG00000180210","ENSG00000005961","11487023"
"ICAM4_ITGA2B","ICAM4","ITGA2B",3386,3674,"ENSP00000342114","ENSP00000262407","ENSG00000105371","ENSG00000005961","15355350,12477717"
"CALR_ITGA2B","CALR","ITGA2B",811,3674,"ENSP00000320866","ENSP00000262407","ENSG00000179218","ENSG00000005961","14985176"
"FGG_ITGA2B","FGG","ITGA2B",2266,3674,"ENSP00000336829","ENSP00000262407","ENSG00000171557","ENSG00000005961","2018974"
"FGA_ITGA2B","FGA","ITGA2B",2243,3674,"ENSP00000306361","ENSP00000262407",NA,"ENSG00000005961","11460491"
"COL2A1_ITGA2B","COL2A1","ITGA2B",1280,3674,"ENSP00000369889","ENSP00000262407","ENSG00000139219","ENSG00000005961","10772239"
"FGB_ITGA2B","FGB","ITGA2B",2244,3674,"ENSP00000306099","ENSP00000262407","ENSG00000171564","ENSG00000005961","2018974"
"COL1A2_ITGA2B","COL1A2","ITGA2B",1278,3674,"ENSP00000297268","ENSP00000262407","ENSG00000164692","ENSG00000005961","11359786"
"FN1_ITGA2B","FN1","ITGA2B",2335,3674,"ENSP00000346839","ENSP00000262407","ENSG00000115414","ENSG00000005961","8663002"
"GCG_GLP2R","GCG","GLP2R",2641,9340,"ENSP00000387662","ENSP00000262441","ENSG00000115263","ENSG00000065325","9990065"
"CALM1_GLP2R","CALM1","GLP2R",801,9340,"ENSP00000349467","ENSP00000262441","ENSG00000198668","ENSG00000065325","32196115"
"SEMA6D_TYROBP","SEMA6D","TYROBP",80031,7305,"ENSP00000324857","ENSP00000262629","ENSG00000137872","ENSG00000011600","26198319,32196115"
"CALM2_TRPC5","CALM2","TRPC5",805,7224,"ENSP00000272298","ENSP00000262839","ENSG00000143933","ENSG00000072315","15987684"
"CALM1_TRPC5","CALM1","TRPC5",801,7224,"ENSP00000349467","ENSP00000262839","ENSG00000198668","ENSG00000072315","15987684"
"CALM3_TRPC5","CALM3","TRPC5",808,7224,"ENSP00000291295","ENSP00000262839","ENSG00000160014","ENSG00000072315","15987684"
"CALM1_KCNN4","CALM1","KCNN4",801,3783,"ENSP00000349467","ENSP00000262888","ENSG00000198668",NA,"29724949"
"ASIP_ATRN","ASIP","ATRN",434,8455,"ENSP00000454804","ENSP00000262919","ENSG00000101440","ENSG00000088812","11137996"
"CALR_SCARF1","CALR","SCARF1",811,8578,"ENSP00000320866","ENSP00000263071","ENSG00000179218","ENSG00000074660","15371419"
"ARF1_PLD2","ARF1","PLD2",375,5338,"ENSP00000440005","ENSP00000263088","ENSG00000143761","ENSG00000129219","12519790"
"EGF_PLD2","EGF","PLD2",1950,5338,"ENSP00000265171","ENSP00000263088","ENSG00000138798","ENSG00000129219","9837959"
"CRISP3_A1BG","CRISP3","A1BG",10321,1,"ENSP00000389026","ENSP00000263100","ENSG00000096006","ENSG00000121410","15461460"
"HRAS_GRIN2D","HRAS","GRIN2D",3265,2906,"ENSP00000407586","ENSP00000263269","ENSG00000174775","ENSG00000105464","26198319,32196115"
"IL16_GRIN2D","IL16","GRIN2D",3603,2906,"ENSP00000302935","ENSP00000263269","ENSG00000172349","ENSG00000105464","26198319,32196115,32103204"
"HSPA1A_GRIN2D","HSPA1A","GRIN2D",3303,2906,"ENSP00000364802","ENSP00000263269","ENSG00000204389","ENSG00000105464","32196115"
"IL27_IL27RA","IL27","IL27RA",246778,9466,"ENSP00000349365","ENSP00000263379","ENSG00000197272","ENSG00000104998","12121660"
"DLK1_NOTCH3","DLK1","NOTCH3",8788,4854,"ENSP00000340292","ENSP00000263388","ENSG00000185559","ENSG00000074181","22353464"
"DLL1_NOTCH3","DLL1","NOTCH3",28514,4854,"ENSP00000355718","ENSP00000263388","ENSG00000198719","ENSG00000074181","12482954"
"PSEN1_NOTCH3","PSEN1","NOTCH3",5663,4854,"ENSP00000326366","ENSP00000263388","ENSG00000080815","ENSG00000074181","26198319,32196115"
"THBS2_NOTCH3","THBS2","NOTCH3",7058,4854,"ENSP00000355751","ENSP00000263388","ENSG00000186340","ENSG00000074181","19147503"
"SCGB3A1_NOTCH3","SCGB3A1","NOTCH3",92304,4854,"ENSP00000292641","ENSP00000263388","ENSG00000161055","ENSG00000074181","32103204"
"JAG2_NOTCH3","JAG2","NOTCH3",3714,4854,"ENSP00000328169","ENSP00000263388","ENSG00000184916","ENSG00000074181","22353464"
"CTF1_LIFR","CTF1","LIFR",1489,3977,"ENSP00000279804","ENSP00000263409","ENSG00000150281","ENSG00000113594","11834704"
"CLCF1_LIFR","CLCF1","LIFR",23529,3977,"ENSP00000309338","ENSP00000263409","ENSG00000175505","ENSG00000113594","10966616"
"CNTF_LIFR","CNTF","LIFR",1270,3977,"ENSP00000355370","ENSP00000263409","ENSG00000242689","ENSG00000113594","26198319,32196115"
"APP_APLP2","APP","APLP2",351,334,"ENSP00000284981","ENSP00000263574","ENSG00000142192","ENSG00000084234","19126676"
"HLA-A_APLP2","HLA-A","APLP2",3105,334,"ENSP00000379873","ENSP00000263574","ENSG00000206503","ENSG00000084234","19184004"
"PCSK9_APLP2","PCSK9","APLP2",255738,334,"ENSP00000303208","ENSP00000263574","ENSG00000169174","ENSG00000084234","28495363"
"INHBC_ACVR1","INHBC","ACVR1",3626,90,"ENSP00000308716","ENSP00000263640","ENSG00000175189","ENSG00000115170","26198319,32196115"
"BMP7_ACVR1","BMP7","ACVR1",655,90,"ENSP00000379204","ENSP00000263640","ENSG00000101144","ENSG00000115170","31619522"
"INHBB_ACVR1","INHBB","ACVR1",3625,90,"ENSP00000295228","ENSP00000263640","ENSG00000163083","ENSG00000115170","11266516"
"GDF2_ACVR1","GDF2","ACVR1",2658,90,"ENSP00000463051","ENSP00000263640","ENSG00000263761","ENSG00000115170","19996292"
"BMP2_ACVR1","BMP2","ACVR1",650,90,"ENSP00000368104","ENSP00000263640","ENSG00000125845","ENSG00000115170","28977600"
"BMP6_ACVR1","BMP6","ACVR1",654,90,"ENSP00000283147","ENSP00000263640","ENSG00000153162","ENSG00000115170","12297674"
"GDF5_ACVR1","GDF5","ACVR1",8200,90,"ENSP00000363492","ENSP00000263640","ENSG00000125965","ENSG00000115170","8702914"
"TGFB2_ACVR1","TGFB2","ACVR1",7042,90,"ENSP00000355896","ENSP00000263640","ENSG00000092969","ENSG00000115170","32196115"
"GPC3_CD81","GPC3","CD81",2719,975,"ENSP00000377836","ENSP00000263645","ENSG00000147257","ENSG00000110651","19574424"
"CD99_CD81","CD99","CD81",4267,975,"ENSP00000370588","ENSP00000263645","ENSG00000002586","ENSG00000110651","21838920"
"VCAN_SELP","VCAN","SELP",1462,6403,"ENSP00000265077","ENSP00000263686","ENSG00000038427","ENSG00000174175","10950950"
"CD34_SELP","CD34","SELP",947,6403,"ENSP00000310036","ENSP00000263686","ENSG00000174059","ENSG00000174175","18606703"
"SERPING1_SELP","SERPING1","SELP",710,6403,"ENSP00000278407","ENSP00000263686","ENSG00000149131","ENSG00000174175","14568956"
"CD24_SELP","CD24","SELP",100133941,6403,"ENSP00000483985","ENSP00000263686","ENSG00000272398","ENSG00000174175","9129046"
"GAS6_TYRO3","GAS6","TYRO3",2621,7301,"ENSP00000331831","ENSP00000263798","ENSG00000183087","ENSG00000092445","7867073"
"PROS1_TYRO3","PROS1","TYRO3",5627,7301,"ENSP00000377783","ENSP00000263798","ENSG00000184500","ENSG00000092445","7867073"
"VEGFA_TYRO3","VEGFA","TYRO3",7422,7301,"ENSP00000478570","ENSP00000263798","ENSG00000112715","ENSG00000092445","32196115"
"MDK_LRP2","MDK","LRP2",4192,4036,"ENSP00000385451","ENSP00000263816","ENSG00000110492",NA,"10772929"
"PLAU_LRP2","PLAU","LRP2",5328,4036,"ENSP00000361850","ENSP00000263816","ENSG00000122861",NA,"8344937"
"LRPAP1_LRP2","LRPAP1","LRP2",4043,4036,"ENSP00000421922","ENSP00000263816",NA,NA,"7512726"
"ARPC5_LRP2","ARPC5","LRP2",10092,4036,"ENSP00000294742","ENSP00000263816","ENSG00000162704",NA,"32196115"
"AGT_LRP2","AGT","LRP2",183,4036,"ENSP00000355627","ENSP00000263816","ENSG00000135744",NA,"15467006"
"GC_LRP2","GC","LRP2",2638,4036,"ENSP00000421725","ENSP00000263816","ENSG00000145321",NA,"18194670"
"AVP_LRP2","AVP","LRP2",551,4036,"ENSP00000369647","ENSP00000263816","ENSG00000101200",NA,"32196115"
"ALB_LRP2","ALB","LRP2",213,4036,"ENSP00000295897","ENSP00000263816","ENSG00000163631",NA,"11158855"
"APOA2_LRP2","APOA2","LRP2",336,4036,"ENSP00000356969","ENSP00000263816","ENSG00000158874",NA,"32196115"
"AGRN_LRP2","AGRN","LRP2",375790,4036,"ENSP00000368678","ENSP00000263816","ENSG00000188157",NA,"32196115"
"GPC3_LRP2","GPC3","LRP2",2719,4036,"ENSP00000377836","ENSP00000263816","ENSG00000147257",NA,"32196115"
"TF_LRP2","TF","LRP2",7018,4036,"ENSP00000385834","ENSP00000263816","ENSG00000091513",NA,"32196115"
"INS_LRP2","INS","LRP2",3630,4036,"ENSP00000380432","ENSP00000263816","ENSG00000254647",NA,"9773776"
"LPA_LRP2","LPA","LRP2",4018,4036,"ENSP00000321334","ENSP00000263816","ENSG00000198670",NA,"32196115"
"APOA4_LRP2","APOA4","LRP2",337,4036,"ENSP00000350425","ENSP00000263816","ENSG00000110244",NA,"32196115"
"EGF_LRP2","EGF","LRP2",1950,4036,"ENSP00000265171","ENSP00000263816","ENSG00000138798",NA,"32196115"
"CUBN_LRP2","CUBN","LRP2",8029,4036,"ENSP00000367064","ENSP00000263816","ENSG00000107611",NA,"11994745"
"HSPA8_LRP2","HSPA8","LRP2",3312,4036,"ENSP00000432083","ENSP00000263816","ENSG00000109971",NA,"32196115"
"SCGB1A1_LRP2","SCGB1A1","LRP2",7356,4036,"ENSP00000278282","ENSP00000263816","ENSG00000149021",NA,"11278724"
"APOC2_LRP2","APOC2","LRP2",344,4036,"ENSP00000466775","ENSP00000263816","ENSG00000234906",NA,"32196115"
"HSPG2_LRP2","HSPG2","LRP2",3339,4036,"ENSP00000363827","ENSP00000263816","ENSG00000142798",NA,"32196115"
"LPL_LRP2","LPL","LRP2",4023,4036,"ENSP00000309757","ENSP00000263816",NA,NA,"7686151"
"WNT5A_LRP2","WNT5A","LRP2",7474,4036,"ENSP00000264634","ENSP00000263816","ENSG00000114251",NA,"32196115"
"SHH_LRP2","SHH","LRP2",6469,4036,"ENSP00000297261","ENSP00000263816","ENSG00000164690",NA,"16828734"
"LCN2_LRP2","LCN2","LRP2",3934,4036,"ENSP00000362108","ENSP00000263816","ENSG00000148346",NA,"15670845"
"ACTR2_LRP2","ACTR2","LRP2",10097,4036,"ENSP00000367220","ENSP00000263816","ENSG00000138071",NA,"32196115"
"LEP_LRP2","LEP","LRP2",3952,4036,"ENSP00000312652","ENSP00000263816","ENSG00000174697",NA,"32196115"
"PDGFC_KDR","PDGFC","KDR",56034,3791,"ENSP00000422464","ENSP00000263923","ENSG00000145431","ENSG00000128052","26198319,32196115"
"VEGFC_KDR","VEGFC","KDR",7424,3791,"ENSP00000480043","ENSP00000263923","ENSG00000150630","ENSG00000128052","8612600"
"GREM1_KDR","GREM1","KDR",26585,3791,"ENSP00000478319","ENSP00000263923",NA,"ENSG00000128052","20660291"
"VEGFD_KDR","VEGFD","KDR",2277,3791,"ENSP00000297904","ENSP00000263923","ENSG00000165197","ENSG00000128052","9435229"
"TIMP3_KDR","TIMP3","KDR",7078,3791,"ENSP00000266085","ENSP00000263923","ENSG00000100234","ENSG00000128052","12652295"
"SEMA6D_KDR","SEMA6D","KDR",80031,3791,"ENSP00000324857","ENSP00000263923","ENSG00000137872","ENSG00000128052","14977921"
"CXCL8_KDR","CXCL8","KDR",3576,3791,"ENSP00000306512","ENSP00000263923","ENSG00000169429","ENSG00000128052","32196115"
"COL18A1_KDR","COL18A1","KDR",80781,3791,"ENSP00000347665","ENSP00000263923","ENSG00000182871","ENSG00000128052","12682293"
"VEGFA_KDR","VEGFA","KDR",7422,3791,"ENSP00000478570","ENSP00000263923","ENSG00000112715","ENSG00000128052","8621427"
"TNFSF12_TNFRSF8","TNFSF12","TNFRSF8",8742,943,"ENSP00000293825","ENSP00000263932","ENSG00000239697","ENSG00000120949","32196115"
"AFDN_NECTIN1","AFDN","NECTIN1",4301,5818,"ENSP00000375960","ENSP00000264025","ENSG00000130396","ENSG00000110400","10225955"
"WNT5A_MCAM","WNT5A","MCAM",7474,4162,"ENSP00000264634","ENSP00000264036","ENSG00000114251","ENSG00000076706","24335906"
"LAMA1_GPC1","LAMA1","GPC1",284217,2817,"ENSP00000374309","ENSP00000264039","ENSG00000101680","ENSG00000063660","32196115"
"TDGF1_GPC1","TDGF1","GPC1",6997,2817,"ENSP00000296145","ENSP00000264039","ENSG00000241186","ENSG00000063660","12649175"
"BMP2_GPC1","BMP2","GPC1",650,2817,"ENSP00000368104","ENSP00000264039","ENSG00000125845","ENSG00000063660","23624389"
"SLIT1_GPC1","SLIT1","GPC1",6585,2817,"ENSP00000266058","ENSP00000264039","ENSG00000187122","ENSG00000063660","10364234"
"NRG1_GPC1","NRG1","GPC1",3084,2817,"ENSP00000384620","ENSP00000264039","ENSG00000157168","ENSG00000063660","32196115"
"APP_GPC1","APP","GPC1",351,2817,"ENSP00000284981","ENSP00000264039","ENSG00000142192","ENSG00000063660","15084524"
"SERPINC1_GPC1","SERPINC1","GPC1",462,2817,"ENSP00000356671","ENSP00000264039","ENSG00000117601","ENSG00000063660","32196115"
"COL18A1_GPC1","COL18A1","GPC1",80781,2817,"ENSP00000347665","ENSP00000264039","ENSG00000182871","ENSG00000063660","11336704"
"SLIT2_GPC1","SLIT2","GPC1",9353,2817,"ENSP00000422591","ENSP00000264039","ENSG00000145147","ENSG00000063660","11375980"
"SHH_GPC1","SHH","GPC1",6469,2817,"ENSP00000297261","ENSP00000264039","ENSG00000164690","ENSG00000063660","23931997"
"VEGFA_GPC1","VEGFA","GPC1",7422,2817,"ENSP00000478570","ENSP00000264039","ENSG00000112715","ENSG00000063660","10196157"
"CD274_CD80","CD274","CD80",29126,941,"ENSP00000370989","ENSP00000264246","ENSG00000120217","ENSG00000121594","17629517"
"IL1F10_IL1RL2","IL1F10","IL1RL2",84639,8808,"ENSP00000376893","ENSP00000264257","ENSG00000136697","ENSG00000115598","22315422"
"IL18_IL1RL2","IL18","IL1RL2",3606,8808,"ENSP00000280357","ENSP00000264257","ENSG00000150782","ENSG00000115598","9325300"
"IL18_IL18RAP","IL18","IL18RAP",3606,8807,"ENSP00000280357","ENSP00000264260","ENSG00000150782","ENSG00000115607","9792649"
"RTN4_CNTNAP1","RTN4","CNTNAP1",57142,8506,"ENSP00000337838","ENSP00000264638","ENSG00000115310","ENSG00000108797","14592966"
"TNC_ITGA9","TNC","ITGA9",3371,3680,"ENSP00000265131","ENSP00000264741","ENSG00000041982","ENSG00000144668","32196115"
"VEGFC_ITGA9","VEGFC","ITGA9",7424,3680,"ENSP00000480043","ENSP00000264741","ENSG00000150630","ENSG00000144668","15590642"
"ADAM2_ITGA9","ADAM2","ITGA9",2515,3680,"ENSP00000265708","ENSP00000264741","ENSG00000104755","ENSG00000144668","21060781"
"PLG_ITGA9","PLG","ITGA9",5340,3680,"ENSP00000308938","ENSP00000264741","ENSG00000122194","ENSG00000144668","15247268"
"SPP1_ITGA9","SPP1","ITGA9",6696,3680,"ENSP00000378517","ENSP00000264741","ENSG00000118785","ENSG00000144668","10593924"
"F13A1_ITGA9","F13A1","ITGA9",2162,3680,"ENSP00000264870","ENSP00000264741","ENSG00000124491","ENSG00000144668","10816592"
"VEGFD_ITGA9","VEGFD","ITGA9",2277,3680,"ENSP00000297904","ENSP00000264741","ENSG00000165197","ENSG00000144668","15590642"
"ADAM12_ITGA9","ADAM12","ITGA9",8038,3680,"ENSP00000357668","ENSP00000264741","ENSG00000148848","ENSG00000144668","10944520"
"VCAM1_ITGA9","VCAM1","ITGA9",7412,3680,"ENSP00000294728","ENSP00000264741","ENSG00000162692","ENSG00000144668","10926928"
"TGM2_ITGA9","TGM2","ITGA9",7052,3680,"ENSP00000355330","ENSP00000264741","ENSG00000198959","ENSG00000144668","32196115"
