"lr_pair","ligand_gene_symbol","receptor_gene_symbol","ligand_gene_id","receptor_gene_id","ligand_ensembl_protein_id","receptor_ensembl_protein_id","ligand_ensembl_gene_id","receptor_ensembl_gene_id","evidence"
"CRP_OLR1","CRP","OLR1",1401,4973,"ENSP00000255030","ENSP00000309124","ENSG00000132693","ENSG00000173391","21821723"
"CRP_CR1","CRP","CR1",1401,1378,"ENSP00000255030","ENSP00000356016","ENSG00000132693","ENSG00000203710","8906746"
"NTS_SORT1","NTS","SORT1",4922,6272,"ENSP00000256010","ENSP00000256637","ENSG00000133636","ENSG00000134243","9756851"
"NTS_NTSR1","NTS","NTSR1",4922,4923,"ENSP00000256010","ENSP00000359532","ENSG00000133636","ENSG00000101188","11811984"
"NTS_NTSR2","NTS","NTSR2",4922,23620,"ENSP00000256010","ENSP00000303686","ENSG00000133636","ENSG00000169006","11723247"
"TSHB_PTH1R","TSHB","PTH1R",7252,5745,"ENSP00000256592","ENSP00000321999","ENSG00000134200","ENSG00000160801","32196115"
"TSHB_ADCYAP1R1","TSHB","ADCYAP1R1",7252,117,"ENSP00000256592","ENSP00000483721","ENSG00000134200","ENSG00000078549","32196115"
"TSHB_VIPR1","TSHB","VIPR1",7252,7433,"ENSP00000256592","ENSP00000327246","ENSG00000134200","ENSG00000114812","32196115"
"TSHB_GPR20","TSHB","GPR20",7252,2843,"ENSP00000256592","ENSP00000366970","ENSG00000134200","ENSG00000204882","32196115"
"TSHB_ADRB2","TSHB","ADRB2",7252,154,"ENSP00000256592","ENSP00000305372","ENSG00000134200","ENSG00000169252","32196115"
"TSHB_ADRB3","TSHB","ADRB3",7252,155,"ENSP00000256592","ENSP00000343782","ENSG00000134200","ENSG00000188778","32196115"
"TSHB_TSHR","TSHB","TSHR",7252,7253,"ENSP00000256592","ENSP00000441235","ENSG00000134200","ENSG00000165409","15571461"
"TSHB_GPR84","TSHB","GPR84",7252,53831,"ENSP00000256592","ENSP00000450310","ENSG00000134200","ENSG00000139572","32196115"
"FST_HJV","FST","HJV",10468,148738,"ENSP00000256759","ENSP00000337014","ENSG00000134363","ENSG00000168509","32196115"
"FST_BMPR2","FST","BMPR2",10468,659,"ENSP00000256759","ENSP00000363708","ENSG00000134363","ENSG00000204217","32196115"
"FST_BMPR1B","FST","BMPR1B",10468,658,"ENSP00000256759","ENSP00000401907","ENSG00000134363","ENSG00000138696","32196115"
"GRP_GRPR","GRP","GRPR",2922,2925,"ENSP00000256857","ENSP00000369643","ENSG00000134443","ENSG00000126010","19463875"
"GRP_BRS3","GRP","BRS3",2922,680,"ENSP00000256857","ENSP00000359682","ENSG00000134443","ENSG00000102239","11112777"
"GRP_NMBR","GRP","NMBR",2922,4829,"ENSP00000256857","ENSP00000258042","ENSG00000134443","ENSG00000135577","10545285"
"SPX_GALR2","SPX","GALR2",80763,8811,"ENSP00000256969","ENSP00000329684","ENSG00000134548","ENSG00000182687","31730796"
"DSC1_DSG2","DSC1","DSG2",1823,1829,"ENSP00000257198","ENSP00000261590","ENSG00000134765","ENSG00000046604","27298358"
"SEMA6A_PLXNA4","SEMA6A","PLXNA4",57556,91584,"ENSP00000257414","ENSP00000352882","ENSG00000092421","ENSG00000221866","20606624"
"SEMA6A_PLXNA2","SEMA6A","PLXNA2",57556,5362,"ENSP00000257414","ENSP00000356000","ENSG00000092421","ENSG00000076356","18327254"
"LACRT_SDC1","LACRT","SDC1",90070,6382,"ENSP00000257867","ENSP00000370542","ENSG00000135413","ENSG00000115884","16982797"
"GDF11_ACVR2B","GDF11","ACVR2B",10220,93,"ENSP00000257868","ENSP00000340361","ENSG00000135414","ENSG00000114739","12414726"
"GDF11_ACVR1B","GDF11","ACVR1B",10220,91,"ENSP00000257868","ENSP00000442656","ENSG00000135414","ENSG00000135503","12414726"
"GDF11_BMPR2","GDF11","BMPR2",10220,659,"ENSP00000257868","ENSP00000363708","ENSG00000135414","ENSG00000204217","32196115"
"GDF11_BMPR1A","GDF11","BMPR1A",10220,657,"ENSP00000257868","ENSP00000361107","ENSG00000135414","ENSG00000107779","32196115"
"GDF11_BMPR1B","GDF11","BMPR1B",10220,658,"ENSP00000257868","ENSP00000401907","ENSG00000135414","ENSG00000138696","32196115"
"LAMC1_ITGA6","LAMC1","ITGA6",3915,3655,"ENSP00000258341","ENSP00000386896","ENSG00000135862","ENSG00000091409","32196115"
"LAMC1_ITGA1","LAMC1","ITGA1",3915,3672,"ENSP00000258341","ENSP00000282588","ENSG00000135862","ENSG00000213949","32196115"
"LAMC1_ITGA7","LAMC1","ITGA7",3915,3679,"ENSP00000258341","ENSP00000452120","ENSG00000135862","ENSG00000135424","32196115"
"LAMC1_ITGAV","LAMC1","ITGAV",3915,3685,"ENSP00000258341","ENSP00000261023","ENSG00000135862","ENSG00000138448","32196115"
"LAMC1_ITGB1","LAMC1","ITGB1",3915,3688,"ENSP00000258341","ENSP00000379350","ENSG00000135862","ENSG00000150093","32196115"
"LAMC1_ITGA2","LAMC1","ITGA2",3915,3673,"ENSP00000258341","ENSP00000296585","ENSG00000135862","ENSG00000164171","32196115"
"IL36G_IL36RN","IL36G","IL36RN",56300,26525,"ENSP00000259205","ENSP00000376896","ENSG00000136688","ENSG00000136695","25673295"
"IL36G_IL1RL2","IL36G","IL1RL2",56300,8808,"ENSP00000259205","ENSP00000264257","ENSG00000136688","ENSG00000115598","25673295"
"IL1RN_IL1R1","IL1RN","IL1R1",3557,3554,"ENSP00000259206","ENSP00000386380","ENSG00000136689","ENSG00000115594","11641511"
"IL1RN_IL1RL2","IL1RN","IL1RL2",3557,8808,"ENSP00000259206","ENSP00000264257","ENSG00000136689","ENSG00000115598","22047735"
"IL1RN_IL1R2","IL1RN","IL1R2",3557,7850,"ENSP00000259206","ENSP00000330959","ENSG00000136689","ENSG00000115590","1834644"
"IL36A_IL36RN","IL36A","IL36RN",27179,26525,"ENSP00000259211","ENSP00000376896","ENSG00000136694","ENSG00000136695","29180446"
"IL36A_IL1RL2","IL36A","IL1RL2",27179,8808,"ENSP00000259211","ENSP00000264257","ENSG00000136694","ENSG00000115598","11466363"
"IL36B_IL36RN","IL36B","IL36RN",27177,26525,"ENSP00000259213","ENSP00000376896","ENSG00000136696","ENSG00000136695","25673295"
"IL36B_IL1RL2","IL36B","IL1RL2",27177,8808,"ENSP00000259213","ENSP00000264257","ENSG00000136696","ENSG00000115598","21965679"
"CFC1_SMAD3","CFC1","SMAD3",55997,4088,"ENSP00000259216","ENSP00000332973","ENSG00000136698","ENSG00000166949","32196115"
"CFC1_ACVR1B","CFC1","ACVR1B",55997,91,"ENSP00000259216","ENSP00000442656","ENSG00000136698","ENSG00000135503","32196115"
"ORM1_CCR5","ORM1","CCR5",5004,1234,"ENSP00000259396","ENSP00000292303","ENSG00000229314","ENSG00000160791","11336643"
"CCN3_PLXNA1","CCN3","PLXNA1",4856,5361,"ENSP00000259526","ENSP00000377061","ENSG00000136999","ENSG00000114554","32196115"
"CCN3_NOTCH1","CCN3","NOTCH1",4856,4851,"ENSP00000259526","ENSP00000277541","ENSG00000136999",NA,"15906253"
"CCL21_ADRA2A","CCL21","ADRA2A",6366,150,"ENSP00000259607","ENSP00000280155","ENSG00000137077","ENSG00000150594","32196115"
"CCL21_MTNR1A","CCL21","MTNR1A",6366,4543,"ENSP00000259607","ENSP00000302811","ENSG00000137077","ENSG00000168412","32196115"
"CCL21_CXCR3","CCL21","CXCR3",6366,2833,"ENSP00000259607","ENSP00000362795","ENSG00000137077","ENSG00000186810","11907075"
"CCL21_GRM7","CCL21","GRM7",6366,2917,"ENSP00000259607","ENSP00000350348","ENSG00000137077","ENSG00000196277","32196115"
"CCL21_ACKR2","CCL21","ACKR2",6366,1238,"ENSP00000259607","ENSP00000416996","ENSG00000137077","ENSG00000144648","10706668"
"CCL27_CCR10","CCL27","CCR10",10850,2826,"ENSP00000259631","ENSP00000332504","ENSG00000213927","ENSG00000184451","11821900"
"CCL27_ADRA2A","CCL27","ADRA2A",10850,150,"ENSP00000259631","ENSP00000280155","ENSG00000213927","ENSG00000150594","32196115"
"CCL27_GRM7","CCL27","GRM7",10850,2917,"ENSP00000259631","ENSP00000350348","ENSG00000213927","ENSG00000196277","32196115"
"CCL27_ACKR2","CCL27","ACKR2",10850,1238,"ENSP00000259631","ENSP00000416996","ENSG00000213927","ENSG00000144648","10725697"
"CCL27_MTNR1A","CCL27","MTNR1A",10850,4543,"ENSP00000259631","ENSP00000302811","ENSG00000213927","ENSG00000168412","32196115"
"TGS1_RXRA","TGS1","RXRA",96764,6256,"ENSP00000260129","ENSP00000419692","ENSG00000137574","ENSG00000186350","32196115"
"MMP7_CD44","MMP7","CD44",4316,960,"ENSP00000260227","ENSP00000398632","ENSG00000137673","ENSG00000026508","11825873"
"MMP7_SDC1","MMP7","SDC1",4316,6382,"ENSP00000260227","ENSP00000370542","ENSG00000137673","ENSG00000115884","26934670"
"MMP7_CD151","MMP7","CD151",4316,977,"ENSP00000260227","ENSP00000380565","ENSG00000137673","ENSG00000177697","16200075"
"MMP7_ERBB4","MMP7","ERBB4",4316,2066,"ENSP00000260227","ENSP00000342235","ENSG00000137673","ENSG00000178568","17638887"
"THBS1_ITGA4","THBS1","ITGA4",7057,3676,"ENSP00000260356","ENSP00000380227","ENSG00000137801","ENSG00000115232","14699013"
"THBS1_CD47","THBS1","CD47",7057,961,"ENSP00000260356","ENSP00000355361","ENSG00000137801","ENSG00000196776","11980922"
"THBS1_SDC1","THBS1","SDC1",7057,6382,"ENSP00000260356","ENSP00000370542","ENSG00000137801","ENSG00000115884","11257118"
"THBS1_ITGB1","THBS1","ITGB1",7057,3688,"ENSP00000260356","ENSP00000379350","ENSG00000137801","ENSG00000150093","15292271"
"THBS1_LRP5","THBS1","LRP5",7057,4041,"ENSP00000260356","ENSP00000294304","ENSG00000137801","ENSG00000162337","7775583"
"THBS1_ITGA2B","THBS1","ITGA2B",7057,3674,"ENSP00000260356","ENSP00000262407","ENSG00000137801","ENSG00000005961","2478219"
"THBS1_ITGB3","THBS1","ITGB3",7057,3690,"ENSP00000260356","ENSP00000452786","ENSG00000137801","ENSG00000259207","2478219"
"THBS1_SDC4","THBS1","SDC4",7057,6385,"ENSP00000260356","ENSP00000361818","ENSG00000137801","ENSG00000124145","32196115"
"THBS1_SCARB1","THBS1","SCARB1",7057,949,"ENSP00000260356","ENSP00000261693","ENSG00000137801","ENSG00000073060","32196115"
"THBS1_ITGA6","THBS1","ITGA6",7057,3655,"ENSP00000260356","ENSP00000386896","ENSG00000137801","ENSG00000091409","12909644"
"THBS1_TNFRSF11B","THBS1","TNFRSF11B",7057,4982,"ENSP00000260356","ENSP00000297350","ENSG00000137801","ENSG00000164761","15799029"
"THBS1_CD36","THBS1","CD36",7057,948,"ENSP00000260356","ENSP00000399421","ENSG00000137801","ENSG00000135218","10487979"
"ADAM10_GPNMB","ADAM10","GPNMB",102,10457,"ENSP00000260408","ENSP00000371420","ENSG00000137845","ENSG00000136235","26581806"
"ADAM10_TSPAN5","ADAM10","TSPAN5",102,10098,"ENSP00000260408","ENSP00000307701","ENSG00000137845","ENSG00000168785","28428248"
"ADAM10_TSPAN15","ADAM10","TSPAN15",102,23555,"ENSP00000260408","ENSP00000362387","ENSG00000137845","ENSG00000099282","23035126"
"ADAM10_CD44","ADAM10","CD44",102,960,"ENSP00000260408","ENSP00000398632","ENSG00000137845","ENSG00000026508","18971959"
"ADAM10_TSPAN10","ADAM10","TSPAN10",102,83882,"ENSP00000260408","ENSP00000480492","ENSG00000137845","ENSG00000182612","28687716"
"ADAM10_CADM1","ADAM10","CADM1",102,23705,"ENSP00000260408","ENSP00000329797","ENSG00000137845","ENSG00000182985","22172944"
"ADAM10_TSPAN14","ADAM10","TSPAN14",102,81619,"ENSP00000260408","ENSP00000396270","ENSG00000137845","ENSG00000108219","30013551"
"ADAM10_NOTCH1","ADAM10","NOTCH1",102,4851,"ENSP00000260408","ENSP00000277541","ENSG00000137845",NA,"22399336"
"ADAM10_IL6R","ADAM10","IL6R",102,3570,"ENSP00000260408","ENSP00000357470","ENSG00000137845","ENSG00000160712","21454673"
"ADAM10_MET","ADAM10","MET",102,4233,"ENSP00000260408","ENSP00000317272","ENSG00000137845","ENSG00000105976","22689693"
"ADAM10_TSPAN17","ADAM10","TSPAN17",102,26262,"ENSP00000260408","ENSP00000309036","ENSG00000137845","ENSG00000048140","23035126"
"ADAM10_EPHA3","ADAM10","EPHA3",102,2042,"ENSP00000260408","ENSP00000337451","ENSG00000137845","ENSG00000044524","16239146"
"ADAM10_TREM2","ADAM10","TREM2",102,54209,"ENSP00000260408","ENSP00000362205","ENSG00000137845","ENSG00000095970","28923481"
"ADAM10_AXL","ADAM10","AXL",102,558,"ENSP00000260408","ENSP00000301178","ENSG00000137845","ENSG00000167601","7822279"
"ADAM10_NRCAM","ADAM10","NRCAM",102,4897,"ENSP00000260408","ENSP00000368314","ENSG00000137845","ENSG00000091129","30833305"
"MSTN_ACVR2B","MSTN","ACVR2B",2660,93,"ENSP00000260950","ENSP00000340361","ENSG00000138379","ENSG00000114739","11459935"
"COL8A1_ITGA1","COL8A1","ITGA1",1295,3672,"ENSP00000261037","ENSP00000282588","ENSG00000144810","ENSG00000213949","12482545"
"COL8A1_ITGA2","COL8A1","ITGA2",1295,3673,"ENSP00000261037","ENSP00000296585","ENSG00000144810","ENSG00000164171","12482545"
"LYZ_ITGAL","LYZ","ITGAL",4069,3683,"ENSP00000261267","ENSP00000349252","ENSG00000090382","ENSG00000005844","32196115"
"VWF_SCARA5","VWF","SCARA5",7450,286133,"ENSP00000261405","ENSP00000346990","ENSG00000110799","ENSG00000168079","31126000"
"VWF_ITGA2B","VWF","ITGA2B",7450,3674,"ENSP00000261405","ENSP00000262407","ENSG00000110799","ENSG00000005961","31035301"
"VWF_ITGB3","VWF","ITGB3",7450,3690,"ENSP00000261405","ENSP00000452786","ENSG00000110799","ENSG00000259207","2545728"
"VWF_STAB2","VWF","STAB2",7450,55576,"ENSP00000261405","ENSP00000373539","ENSG00000110799","ENSG00000136011","30124466"
"VWF_SELP","VWF","SELP",7450,6403,"ENSP00000261405","ENSP00000263686","ENSG00000110799","ENSG00000174175","16418330"
"VWF_SIRPA","VWF","SIRPA",7450,140885,"ENSP00000261405","ENSP00000382941","ENSG00000110799","ENSG00000198053","32196115"
"VWF_TNFRSF11B","VWF","TNFRSF11B",7450,4982,"ENSP00000261405","ENSP00000297350","ENSG00000110799","ENSG00000164761","15799029"
"VWF_GP1BA","VWF","GP1BA",7450,2811,"ENSP00000261405","ENSP00000329380","ENSG00000110799","ENSG00000185245","12183630"
"CDH1_EGFR","CDH1","EGFR",999,1956,"ENSP00000261769","ENSP00000275493","ENSG00000039068","ENSG00000146648","10969083"
"CDH1_LRP5","CDH1","LRP5",999,4041,"ENSP00000261769","ENSP00000294304","ENSG00000039068","ENSG00000162337","32196115"
"CDH1_IGF1R","CDH1","IGF1R",999,3480,"ENSP00000261769","ENSP00000268035","ENSG00000039068",NA,"22479204"
"CDH1_ITGB7","CDH1","ITGB7",999,3695,"ENSP00000261769","ENSP00000267082","ENSG00000039068","ENSG00000139626","7969453"
"CDH1_ERBB3","CDH1","ERBB3",999,2065,"ENSP00000261769","ENSP00000267101","ENSG00000039068","ENSG00000065361","32196115"
"CDH1_KLRG1","CDH1","KLRG1",999,10219,"ENSP00000261769","ENSP00000349477","ENSG00000039068","ENSG00000139187","32196115,32103204"
"CDH1_CDH2","CDH1","CDH2",999,1000,"ENSP00000261769","ENSP00000269141","ENSG00000039068","ENSG00000170558","32196115"
"CDH1_ITGAE","CDH1","ITGAE",999,3682,"ENSP00000261769","ENSP00000263087","ENSG00000039068","ENSG00000083457","7969453"
"CDH1_PTPRM","CDH1","PTPRM",999,5797,"ENSP00000261769","ENSP00000463325","ENSG00000039068","ENSG00000173482","9531566"
"CDH1_PTPRF","CDH1","PTPRF",999,5792,"ENSP00000261769","ENSP00000353030","ENSG00000039068","ENSG00000142949","12095414"
"IL17B_IL17RB","IL17B","IL17RB",27190,55540,"ENSP00000261796","ENSP00000288167","ENSG00000127743","ENSG00000056736","10749887"
"SEMA7A_ITGB1","SEMA7A","ITGB1",8482,3688,"ENSP00000261918","ENSP00000379350","ENSG00000138623","ENSG00000150093","7377534"
"SEMA7A_ITGA1","SEMA7A","ITGA1",8482,3672,"ENSP00000261918","ENSP00000282588","ENSG00000138623","ENSG00000213949","7377534"
"RIMS2_ABCA1","RIMS2","ABCA1",9699,19,"ENSP00000262231","ENSP00000363868","ENSG00000176406","ENSG00000165029","16192289"
"ANOS1_SDC2","ANOS1","SDC2",3730,6383,"ENSP00000262648","ENSP00000307046","ENSG00000011201","ENSG00000169439","26198319,32196115"
"ANOS1_FGFR1","ANOS1","FGFR1",3730,2260,"ENSP00000262648","ENSP00000393312","ENSG00000011201","ENSG00000077782","19696444"
"TIMP2_CD44","TIMP2","CD44",7077,960,"ENSP00000262768","ENSP00000398632","ENSG00000035862","ENSG00000026508","14871815"
"TIMP2_ITGB1","TIMP2","ITGB1",7077,3688,"ENSP00000262768","ENSP00000379350","ENSG00000035862","ENSG00000150093","16326706"
"LGALS3BP_ITGB1","LGALS3BP","ITGB1",3959,3688,"ENSP00000262776","ENSP00000379350","ENSG00000108679","ENSG00000150093","9501082"
"IL37_IL1RAPL1","IL37","IL1RAPL1",27178,11141,"ENSP00000263326","ENSP00000368278","ENSG00000125571","ENSG00000169306","25654981"
"IL1A_IL1R1","IL1A","IL1R1",3552,3554,"ENSP00000263339","ENSP00000386380","ENSG00000115008","ENSG00000115594","2946959"
"IL1A_IL1RAP","IL1A","IL1RAP",3552,3556,"ENSP00000263339","ENSP00000314807","ENSG00000115008","ENSG00000196083","9820540"
"IL1A_IL1R2","IL1A","IL1R2",3552,7850,"ENSP00000263339","ENSP00000330959","ENSG00000115008","ENSG00000115590","7878046"
"IL1B_SIGIRR","IL1B","SIGIRR",3553,59307,"ENSP00000263341","ENSP00000403104","ENSG00000125538","ENSG00000185187","14715412"
"IL1B_IL1R1","IL1B","IL1R1",3553,3554,"ENSP00000263341","ENSP00000386380","ENSG00000125538","ENSG00000115594","9062193"
"IL1B_ADRB2","IL1B","ADRB2",3553,154,"ENSP00000263341","ENSP00000305372","ENSG00000125538","ENSG00000169252","11238007"
"IL1B_IL1RAP","IL1B","IL1RAP",3553,3556,"ENSP00000263341","ENSP00000314807","ENSG00000125538","ENSG00000196083","9820540"
"IL1B_IL1R2","IL1B","IL1R2",3553,7850,"ENSP00000263341","ENSP00000330959","ENSG00000125538","ENSG00000115590","8332913"
"MIA_CDH7","MIA","CDH7",8190,1005,"ENSP00000263369","ENSP00000381058","ENSG00000261857","ENSG00000081138","19200257"
"LCN1_LMBR1L","LCN1","LMBR1L",3933,55716,"ENSP00000263598","ENSP00000267102","ENSG00000160349","ENSG00000139636","11287427"
"CNTN3_PTPRG","CNTN3","PTPRG",5067,5793,"ENSP00000263665","ENSP00000418112","ENSG00000113805","ENSG00000144724","20133774"
"IL7_IL7R","IL7","IL7R",3574,3575,"ENSP00000263851","ENSP00000306157","ENSG00000104432","ENSG00000168685","11858939"
"IL7_IL2RG","IL7","IL2RG",3574,3561,"ENSP00000263851","ENSP00000363318","ENSG00000104432","ENSG00000147168","11858939"
"CKLF_CCR4","CKLF","CCR4",51192,1233,"ENSP00000264001","ENSP00000332659","ENSG00000217555","ENSG00000183813","10699158"
"FARP2_PLXNA3","FARP2","PLXNA3",9855,55558,"ENSP00000264042","ENSP00000358696","ENSG00000006607","ENSG00000130827","32196115"
"FARP2_PLXNA1","FARP2","PLXNA1",9855,5361,"ENSP00000264042","ENSP00000377061","ENSG00000006607","ENSG00000114554","32196115"
"FARP2_PLXNA2","FARP2","PLXNA2",9855,5362,"ENSP00000264042","ENSP00000356000","ENSG00000006607","ENSG00000076356","32196115"
"FARP2_PLXNA4","FARP2","PLXNA4",9855,91584,"ENSP00000264042","ENSP00000352882","ENSG00000006607","ENSG00000221866","32196115"
"LAMC2_ITGA6","LAMC2","ITGA6",3918,3655,"ENSP00000264144","ENSP00000386896","ENSG00000058085","ENSG00000091409","10842354"
"LAMC2_CD151","LAMC2","CD151",3918,977,"ENSP00000264144","ENSP00000380565","ENSG00000058085","ENSG00000177697","32196115"
"LAMC2_ITGB1","LAMC2","ITGB1",3918,3688,"ENSP00000264144","ENSP00000379350","ENSG00000058085","ENSG00000150093","10842354"
"LAMC2_ITGA2","LAMC2","ITGA2",3918,3673,"ENSP00000264144","ENSP00000296585","ENSG00000058085","ENSG00000164171","32196115"
"LAMC2_COL17A1","LAMC2","COL17A1",3918,1308,"ENSP00000264144","ENSP00000340937","ENSG00000058085",NA,"32196115"
"NID1_ITGB1","NID1","ITGB1",4811,3688,"ENSP00000264187","ENSP00000379350","ENSG00000116962","ENSG00000150093","32196115"
"NID1_ITGB3","NID1","ITGB3",4811,3690,"ENSP00000264187","ENSP00000452786","ENSG00000116962","ENSG00000259207","8831898"
"NID1_COL13A1","NID1","COL13A1",4811,1305,"ENSP00000264187","ENSP00000381949","ENSG00000116962","ENSG00000197467","11956183"
"NID1_PTPRF","NID1","PTPRF",4811,5792,"ENSP00000264187","ENSP00000353030","ENSG00000116962","ENSG00000142949","9647658"
"NMU_ADRA2A","NMU","ADRA2A",10874,150,"ENSP00000264218","ENSP00000280155","ENSG00000109255","ENSG00000150594","32196115"
"NMU_GRM7","NMU","GRM7",10874,2917,"ENSP00000264218","ENSP00000350348","ENSG00000109255","ENSG00000196277","32196115"
"NMU_NMUR1","NMU","NMUR1",10874,10316,"ENSP00000264218","ENSP00000305877","ENSG00000109255","ENSG00000171596","10894543"
"NMU_MTNR1A","NMU","MTNR1A",10874,4543,"ENSP00000264218","ENSP00000302811","ENSG00000109255","ENSG00000168412","32196115"
"IL21_IL21R","IL21","IL21R",59067,50615,"ENSP00000264497","ENSP00000338010",NA,"ENSG00000103522","11418623"
"IL21_IL2RG","IL21","IL2RG",59067,3561,"ENSP00000264497","ENSP00000363318",NA,"ENSG00000147168","11418623"
"FGF2_SDC1","FGF2","SDC1",2247,6382,"ENSP00000264498","ENSP00000370542","ENSG00000138685","ENSG00000115884","16982797"
"FGF2_FGFR1","FGF2","FGFR1",2247,2260,"ENSP00000264498","ENSP00000393312","ENSG00000138685","ENSG00000077782","16597617"
"FGF2_FGFR2","FGF2","FGFR2",2247,2263,"ENSP00000264498","ENSP00000410294","ENSG00000138685","ENSG00000066468","16597617"
"FGF2_CD44","FGF2","CD44",2247,960,"ENSP00000264498","ENSP00000398632","ENSG00000138685","ENSG00000026508","7532176"
"FGF2_SDC3","FGF2","SDC3",2247,9672,"ENSP00000264498","ENSP00000344468","ENSG00000138685","ENSG00000162512","16982797"
"FGF2_SDC4","FGF2","SDC4",2247,6385,"ENSP00000264498","ENSP00000361818","ENSG00000138685","ENSG00000124145","9012653"
"FGF2_GPC4","FGF2","GPC4",2247,2239,"ENSP00000264498","ENSP00000359864","ENSG00000138685","ENSG00000076716","11066092"
"FGF2_SDC2","FGF2","SDC2",2247,6383,"ENSP00000264498","ENSP00000307046","ENSG00000138685","ENSG00000169439","11015614"
"FGF2_FGFRL1","FGF2","FGFRL1",2247,53834,"ENSP00000264498","ENSP00000381498","ENSG00000138685","ENSG00000127418","11418238"
"FGF2_FGFR4","FGF2","FGFR4",2247,2264,"ENSP00000264498","ENSP00000292408","ENSG00000138685","ENSG00000160867","16597617"
"FGF2_FGFR3","FGF2","FGFR3",2247,2261,"ENSP00000264498","ENSP00000339824","ENSG00000138685","ENSG00000068078","16597617"
"FGF2_NRP1","FGF2","NRP1",2247,8829,"ENSP00000264498","ENSP00000265371","ENSG00000138685","ENSG00000099250","15695515"
"IL11_IL11RA","IL11","IL11RA",3589,3590,"ENSP00000264563","ENSP00000450565","ENSG00000095752","ENSG00000137070","10948192"
"IL11_IL6ST","IL11","IL6ST",3589,3572,"ENSP00000264563","ENSP00000370698","ENSG00000095752","ENSG00000134352","10948192"
"WNT5A_PTK7","WNT5A","PTK7",7474,5754,"ENSP00000264634","ENSP00000418754","ENSG00000114251","ENSG00000112655","26499793"
"WNT5A_LDLR","WNT5A","LDLR",7474,3949,"ENSP00000264634","ENSP00000454071","ENSG00000114251","ENSG00000130164","32196115"
"WNT5A_LRP5","WNT5A","LRP5",7474,4041,"ENSP00000264634","ENSP00000294304","ENSG00000114251","ENSG00000162337","16602827"
"WNT5A_EPHA7","WNT5A","EPHA7",7474,2045,"ENSP00000264634","ENSP00000358309","ENSG00000114251","ENSG00000135333","32103204"
"WNT5A_FZD5","WNT5A","FZD5",7474,7855,"ENSP00000264634","ENSP00000354607","ENSG00000114251","ENSG00000163251","9054360"
"WNT5A_ROR1","WNT5A","ROR1",7474,4919,"ENSP00000264634","ENSP00000360120","ENSG00000114251","ENSG00000185483","18287027"
"WNT5A_VANGL2","WNT5A","VANGL2",7474,57216,"ENSP00000264634","ENSP00000357040","ENSG00000114251","ENSG00000162738","21316585"
"WNT5A_RYK","WNT5A","RYK",7474,6259,"ENSP00000264634","ENSP00000478721","ENSG00000114251","ENSG00000163785","15598975"
"WNT5A_ROR2","WNT5A","ROR2",7474,4920,"ENSP00000264634","ENSP00000364860","ENSG00000114251","ENSG00000169071","12839624"
"WNT5A_PTPRK","WNT5A","PTPRK",7474,5796,"ENSP00000264634","ENSP00000357196","ENSG00000114251","ENSG00000152894","32103204"
"WNT5A_ADRB2","WNT5A","ADRB2",7474,154,"ENSP00000264634","ENSP00000305372","ENSG00000114251","ENSG00000169252","32196115"
"WNT5A_FZD1","WNT5A","FZD1",7474,8321,"ENSP00000264634","ENSP00000287934","ENSG00000114251","ENSG00000157240","10557084"
"WNT5A_FZD4","WNT5A","FZD4",7474,8322,"ENSP00000264634","ENSP00000434034","ENSG00000114251","ENSG00000174804","26198319,32196115"
"WNT5A_FZD9","WNT5A","FZD9",7474,8326,"ENSP00000264634","ENSP00000345785","ENSG00000114251","ENSG00000188763","27402827"
"WNT5A_FZD7","WNT5A","FZD7",7474,8324,"ENSP00000264634","ENSP00000286201","ENSG00000114251","ENSG00000155760","26198319,32196115"
"WNT5A_FZD3","WNT5A","FZD3",7474,7976,"ENSP00000264634","ENSP00000437489","ENSG00000114251","ENSG00000104290","24032637"
"WNT5A_FZD8","WNT5A","FZD8",7474,8325,"ENSP00000264634","ENSP00000363826","ENSG00000114251","ENSG00000177283","21518267"
"WNT5A_FZD2","WNT5A","FZD2",7474,2535,"ENSP00000264634","ENSP00000323901","ENSG00000114251","ENSG00000180340","24032637"
"WNT5A_ANTXR1","WNT5A","ANTXR1",7474,84168,"ENSP00000264634","ENSP00000301945","ENSG00000114251","ENSG00000169604","32103204"
"WNT5A_FZD6","WNT5A","FZD6",7474,8323,"ENSP00000264634","ENSP00000351605","ENSG00000114251","ENSG00000164930","26198319,32196115,32103204"
"FGF10_FGFR2","FGF10","FGFR2",2255,2263,"ENSP00000264664","ENSP00000410294","ENSG00000070193","ENSG00000066468","16597617"
"FGF10_FGFRL1","FGF10","FGFRL1",2255,53834,"ENSP00000264664","ENSP00000381498","ENSG00000070193","ENSG00000127418","19920134"
"FGF10_FGFR1","FGF10","FGFR1",2255,2260,"ENSP00000264664","ENSP00000393312","ENSG00000070193","ENSG00000077782","16597617"
"ICAM1_ITGAM","ICAM1","ITGAM",3383,3684,"ENSP00000264832","ENSP00000441691","ENSG00000090339","ENSG00000169896","11073102"
"ICAM1_ITGAL","ICAM1","ITGAL",3383,3683,"ENSP00000264832","ENSP00000349252","ENSG00000090339","ENSG00000005844","23602662"
"ICAM1_ITGAX","ICAM1","ITGAX",3383,3687,"ENSP00000264832","ENSP00000454623","ENSG00000090339","ENSG00000140678","4062888,30383833,16252253"
